,Date,Time,Station_Name,Station_No,Entry,Exit,Net_Traffic,Year,Month,Day,Hour,Weekday,Is_Holiday
1675,2020-08-06,11:00 - 11:59,Magallanes,11,0,0,0,2020,8,6,11,3,False
1676,2020-08-06,11:00 - 11:59,Taft,12,0,0,0,2020,8,6,11,3,False
1677,2020-08-06,12:00 - 12:59,North Ave,0,0,0,0,2020,8,6,12,3,False
1678,2020-08-06,12:00 - 12:59,Quezon Ave,1,0,0,0,2020,8,6,12,3,False
1679,2020-08-06,12:00 - 12:59,GMA Kamuning,2,0,0,0,2020,8,6,12,3,False
1680,2020-08-06,12:00 - 12:59,Cubao,3,0,0,0,2020,8,6,12,3,False
1681,2020-08-06,12:00 - 12:59,Santolan,4,0,0,0,2020,8,6,12,3,False
1682,2020-08-06,12:00 - 12:59,Ortigas,5,0,0,0,2020,8,6,12,3,False
1683,2020-08-06,12:00 - 12:59,Shaw Blvd,6,0,0,0,2020,8,6,12,3,False
1684,2020-08-06,12:00 - 12:59,Boni Ave,7,0,0,0,2020,8,6,12,3,False
1685,2020-08-06,12:00 - 12:59,Guadalupe,8,0,0,0,2020,8,6,12,3,False
1686,2020-08-06,12:00 - 12:59,Buendia,9,0,0,0,2020,8,6,12,3,False
1687,2020-08-06,12:00 - 12:59,Ayala Ave,10,0,0,0,2020,8,6,12,3,False
1688,2020-08-06,12:00 - 12:59,Magallanes,11,0,0,0,2020,8,6,12,3,False
1689,2020-08-06,12:00 - 12:59,Taft,12,0,0,0,2020,8,6,12,3,False
1690,2020-08-06,13:00 - 13:59,North Ave,0,0,0,0,2020,8,6,13,3,False
1691,2020-08-06,13:00 - 13:59,Quezon Ave,1,0,0,0,2020,8,6,13,3,False
1692,2020-08-06,13:00 - 13:59,GMA Kamuning,2,0,0,0,2020,8,6,13,3,False
1693,2020-08-06,13:00 - 13:59,Cubao,3,0,0,0,2020,8,6,13,3,False
1694,2020-08-06,13:00 - 13:59,Santolan,4,0,0,0,2020,8,6,13,3,False
1695,2020-08-06,13:00 - 13:59,Ortigas,5,0,0,0,2020,8,6,13,3,False
1696,2020-08-06,13:00 - 13:59,Shaw Blvd,6,0,0,0,2020,8,6,13,3,False
1697,2020-08-06,13:00 - 13:59,Boni Ave,7,0,0,0,2020,8,6,13,3,False
1698,2020-08-06,13:00 - 13:59,Guadalupe,8,0,0,0,2020,8,6,13,3,False
1699,2020-08-06,13:00 - 13:59,Buendia,9,0,0,0,2020,8,6,13,3,False
1700,2020-08-06,13:00 - 13:59,Ayala Ave,10,0,0,0,2020,8,6,13,3,False
1701,2020-08-06,13:00 - 13:59,Magallanes,11,0,0,0,2020,8,6,13,3,False
1702,2020-08-06,13:00 - 13:59,Taft,12,0,0,0,2020,8,6,13,3,False
1703,2020-08-06,14:00 - 14:59,North Ave,0,0,0,0,2020,8,6,14,3,False
1704,2020-08-06,14:00 - 14:59,Quezon Ave,1,0,0,0,2020,8,6,14,3,False
1705,2020-08-06,14:00 - 14:59,GMA Kamuning,2,0,0,0,2020,8,6,14,3,False
1706,2020-08-06,14:00 - 14:59,Cubao,3,0,0,0,2020,8,6,14,3,False
1707,2020-08-06,14:00 - 14:59,Santolan,4,0,0,0,2020,8,6,14,3,False
1708,2020-08-06,14:00 - 14:59,Ortigas,5,0,0,0,2020,8,6,14,3,False
1709,2020-08-06,14:00 - 14:59,Shaw Blvd,6,0,0,0,2020,8,6,14,3,False
1710,2020-08-06,14:00 - 14:59,Boni Ave,7,0,0,0,2020,8,6,14,3,False
1711,2020-08-06,14:00 - 14:59,Guadalupe,8,0,0,0,2020,8,6,14,3,False
1712,2020-08-06,14:00 - 14:59,Buendia,9,0,0,0,2020,8,6,14,3,False
1713,2020-08-06,14:00 - 14:59,Ayala Ave,10,0,0,0,2020,8,6,14,3,False
1714,2020-08-06,14:00 - 14:59,Magallanes,11,0,0,0,2020,8,6,14,3,False
1715,2020-08-06,14:00 - 14:59,Taft,12,0,0,0,2020,8,6,14,3,False
1716,2020-08-06,15:00 - 15:59,North Ave,0,0,0,0,2020,8,6,15,3,False
1717,2020-08-06,15:00 - 15:59,Quezon Ave,1,0,0,0,2020,8,6,15,3,False
1718,2020-08-06,15:00 - 15:59,GMA Kamuning,2,0,0,0,2020,8,6,15,3,False
1719,2020-08-06,15:00 - 15:59,Cubao,3,0,0,0,2020,8,6,15,3,False
1720,2020-08-06,15:00 - 15:59,Santolan,4,0,0,0,2020,8,6,15,3,False
1721,2020-08-06,15:00 - 15:59,Ortigas,5,0,0,0,2020,8,6,15,3,False
1722,2020-08-06,15:00 - 15:59,Shaw Blvd,6,0,0,0,2020,8,6,15,3,False
1723,2020-08-06,15:00 - 15:59,Boni Ave,7,0,0,0,2020,8,6,15,3,False
1724,2020-08-06,15:00 - 15:59,Guadalupe,8,0,0,0,2020,8,6,15,3,False
1725,2020-08-06,15:00 - 15:59,Buendia,9,0,0,0,2020,8,6,15,3,False
1726,2020-08-06,15:00 - 15:59,Ayala Ave,10,0,0,0,2020,8,6,15,3,False
1727,2020-08-06,15:00 - 15:59,Magallanes,11,0,0,0,2020,8,6,15,3,False
1728,2020-08-06,15:00 - 15:59,Taft,12,0,0,0,2020,8,6,15,3,False
1729,2020-08-06,16:00 - 16:59,North Ave,0,0,0,0,2020,8,6,16,3,False
1730,2020-08-06,16:00 - 16:59,Quezon Ave,1,0,0,0,2020,8,6,16,3,False
1731,2020-08-06,16:00 - 16:59,GMA Kamuning,2,0,0,0,2020,8,6,16,3,False
1732,2020-08-06,16:00 - 16:59,Cubao,3,0,0,0,2020,8,6,16,3,False
1733,2020-08-06,16:00 - 16:59,Santolan,4,0,0,0,2020,8,6,16,3,False
1734,2020-08-06,16:00 - 16:59,Ortigas,5,0,0,0,2020,8,6,16,3,False
1735,2020-08-06,16:00 - 16:59,Shaw Blvd,6,0,0,0,2020,8,6,16,3,False
1736,2020-08-06,16:00 - 16:59,Boni Ave,7,0,0,0,2020,8,6,16,3,False
1737,2020-08-06,16:00 - 16:59,Guadalupe,8,0,0,0,2020,8,6,16,3,False
1738,2020-08-06,16:00 - 16:59,Buendia,9,0,0,0,2020,8,6,16,3,False
1739,2020-08-06,16:00 - 16:59,Ayala Ave,10,0,0,0,2020,8,6,16,3,False
1740,2020-08-06,16:00 - 16:59,Magallanes,11,0,0,0,2020,8,6,16,3,False
1741,2020-08-06,16:00 - 16:59,Taft,12,0,0,0,2020,8,6,16,3,False
1742,2020-08-06,17:00 - 17:59,North Ave,0,0,0,0,2020,8,6,17,3,False
1743,2020-08-06,17:00 - 17:59,Quezon Ave,1,0,0,0,2020,8,6,17,3,False
1744,2020-08-06,17:00 - 17:59,GMA Kamuning,2,0,0,0,2020,8,6,17,3,False
1745,2020-08-06,17:00 - 17:59,Cubao,3,0,0,0,2020,8,6,17,3,False
1746,2020-08-06,17:00 - 17:59,Santolan,4,0,0,0,2020,8,6,17,3,False
1747,2020-08-06,17:00 - 17:59,Ortigas,5,0,0,0,2020,8,6,17,3,False
1748,2020-08-06,17:00 - 17:59,Shaw Blvd,6,0,0,0,2020,8,6,17,3,False
1749,2020-08-06,17:00 - 17:59,Boni Ave,7,0,0,0,2020,8,6,17,3,False
1750,2020-08-06,17:00 - 17:59,Guadalupe,8,0,0,0,2020,8,6,17,3,False
1751,2020-08-06,17:00 - 17:59,Buendia,9,0,0,0,2020,8,6,17,3,False
1752,2020-08-06,17:00 - 17:59,Ayala Ave,10,0,0,0,2020,8,6,17,3,False
1753,2020-08-06,17:00 - 17:59,Magallanes,11,0,0,0,2020,8,6,17,3,False
1754,2020-08-06,17:00 - 17:59,Taft,12,0,0,0,2020,8,6,17,3,False
1755,2020-08-06,18:00 - 18:59,North Ave,0,0,0,0,2020,8,6,18,3,False
1756,2020-08-06,18:00 - 18:59,Quezon Ave,1,0,0,0,2020,8,6,18,3,False
1757,2020-08-06,18:00 - 18:59,GMA Kamuning,2,0,0,0,2020,8,6,18,3,False
1758,2020-08-06,18:00 - 18:59,Cubao,3,0,0,0,2020,8,6,18,3,False
1759,2020-08-06,18:00 - 18:59,Santolan,4,0,0,0,2020,8,6,18,3,False
1760,2020-08-06,18:00 - 18:59,Ortigas,5,0,0,0,2020,8,6,18,3,False
1761,2020-08-06,18:00 - 18:59,Shaw Blvd,6,0,0,0,2020,8,6,18,3,False
1762,2020-08-06,18:00 - 18:59,Boni Ave,7,0,0,0,2020,8,6,18,3,False
1763,2020-08-06,18:00 - 18:59,Guadalupe,8,0,0,0,2020,8,6,18,3,False
1764,2020-08-06,18:00 - 18:59,Buendia,9,0,0,0,2020,8,6,18,3,False
1765,2020-08-06,18:00 - 18:59,Ayala Ave,10,0,0,0,2020,8,6,18,3,False
1766,2020-08-06,18:00 - 18:59,Magallanes,11,0,0,0,2020,8,6,18,3,False
1767,2020-08-06,18:00 - 18:59,Taft,12,0,0,0,2020,8,6,18,3,False
1768,2020-08-06,19:00 - 19:59,North Ave,0,0,0,0,2020,8,6,19,3,False
1769,2020-08-06,19:00 - 19:59,Quezon Ave,1,0,0,0,2020,8,6,19,3,False
1770,2020-08-06,19:00 - 19:59,GMA Kamuning,2,0,0,0,2020,8,6,19,3,False
1771,2020-08-06,19:00 - 19:59,Cubao,3,0,0,0,2020,8,6,19,3,False
1772,2020-08-06,19:00 - 19:59,Santolan,4,0,0,0,2020,8,6,19,3,False
1773,2020-08-06,19:00 - 19:59,Ortigas,5,0,0,0,2020,8,6,19,3,False
1774,2020-08-06,19:00 - 19:59,Shaw Blvd,6,0,0,0,2020,8,6,19,3,False
1775,2020-08-06,19:00 - 19:59,Boni Ave,7,0,0,0,2020,8,6,19,3,False
1776,2020-08-06,19:00 - 19:59,Guadalupe,8,0,0,0,2020,8,6,19,3,False
1777,2020-08-06,19:00 - 19:59,Buendia,9,0,0,0,2020,8,6,19,3,False
1778,2020-08-06,19:00 - 19:59,Ayala Ave,10,0,0,0,2020,8,6,19,3,False
1779,2020-08-06,19:00 - 19:59,Magallanes,11,0,0,0,2020,8,6,19,3,False
1780,2020-08-06,19:00 - 19:59,Taft,12,0,0,0,2020,8,6,19,3,False
1781,2020-08-06,20:00 - 20:59,North Ave,0,0,0,0,2020,8,6,20,3,False
1782,2020-08-06,20:00 - 20:59,Quezon Ave,1,0,0,0,2020,8,6,20,3,False
1783,2020-08-06,20:00 - 20:59,GMA Kamuning,2,0,0,0,2020,8,6,20,3,False
1784,2020-08-06,20:00 - 20:59,Cubao,3,0,0,0,2020,8,6,20,3,False
1785,2020-08-06,20:00 - 20:59,Santolan,4,0,0,0,2020,8,6,20,3,False
1786,2020-08-06,20:00 - 20:59,Ortigas,5,0,0,0,2020,8,6,20,3,False
1787,2020-08-06,20:00 - 20:59,Shaw Blvd,6,0,0,0,2020,8,6,20,3,False
1788,2020-08-06,20:00 - 20:59,Boni Ave,7,0,0,0,2020,8,6,20,3,False
1789,2020-08-06,20:00 - 20:59,Guadalupe,8,0,0,0,2020,8,6,20,3,False
1790,2020-08-06,20:00 - 20:59,Buendia,9,0,0,0,2020,8,6,20,3,False
1791,2020-08-06,20:00 - 20:59,Ayala Ave,10,0,0,0,2020,8,6,20,3,False
1792,2020-08-06,20:00 - 20:59,Magallanes,11,0,0,0,2020,8,6,20,3,False
1793,2020-08-06,20:00 - 20:59,Taft,12,0,0,0,2020,8,6,20,3,False
1794,2020-08-06,21:00 - 21:59,North Ave,0,0,0,0,2020,8,6,21,3,False
1795,2020-08-06,21:00 - 21:59,Quezon Ave,1,0,0,0,2020,8,6,21,3,False
1796,2020-08-06,21:00 - 21:59,GMA Kamuning,2,0,0,0,2020,8,6,21,3,False
1797,2020-08-06,21:00 - 21:59,Cubao,3,0,0,0,2020,8,6,21,3,False
1798,2020-08-06,21:00 - 21:59,Santolan,4,0,0,0,2020,8,6,21,3,False
1799,2020-08-06,21:00 - 21:59,Ortigas,5,0,0,0,2020,8,6,21,3,False
1800,2020-08-06,21:00 - 21:59,Shaw Blvd,6,0,0,0,2020,8,6,21,3,False
1801,2020-08-06,21:00 - 21:59,Boni Ave,7,0,0,0,2020,8,6,21,3,False
1802,2020-08-06,21:00 - 21:59,Guadalupe,8,0,0,0,2020,8,6,21,3,False
1803,2020-08-06,21:00 - 21:59,Buendia,9,0,0,0,2020,8,6,21,3,False
1804,2020-08-06,21:00 - 21:59,Ayala Ave,10,0,0,0,2020,8,6,21,3,False
1805,2020-08-06,21:00 - 21:59,Magallanes,11,0,0,0,2020,8,6,21,3,False
1806,2020-08-06,21:00 - 21:59,Taft,12,0,0,0,2020,8,6,21,3,False
1807,2020-08-06,22:00 - 22:59,North Ave,0,0,0,0,2020,8,6,22,3,False
1808,2020-08-06,22:00 - 22:59,Quezon Ave,1,0,0,0,2020,8,6,22,3,False
1809,2020-08-06,22:00 - 22:59,GMA Kamuning,2,0,0,0,2020,8,6,22,3,False
1810,2020-08-06,22:00 - 22:59,Cubao,3,0,0,0,2020,8,6,22,3,False
1811,2020-08-06,22:00 - 22:59,Santolan,4,0,0,0,2020,8,6,22,3,False
1812,2020-08-06,22:00 - 22:59,Ortigas,5,0,0,0,2020,8,6,22,3,False
1813,2020-08-06,22:00 - 22:59,Shaw Blvd,6,0,0,0,2020,8,6,22,3,False
1814,2020-08-06,22:00 - 22:59,Boni Ave,7,0,0,0,2020,8,6,22,3,False
1815,2020-08-06,22:00 - 22:59,Guadalupe,8,0,0,0,2020,8,6,22,3,False
1816,2020-08-06,22:00 - 22:59,Buendia,9,0,0,0,2020,8,6,22,3,False
1817,2020-08-06,22:00 - 22:59,Ayala Ave,10,0,0,0,2020,8,6,22,3,False
1818,2020-08-06,22:00 - 22:59,Magallanes,11,0,0,0,2020,8,6,22,3,False
1819,2020-08-06,22:00 - 22:59,Taft,12,0,0,0,2020,8,6,22,3,False
1820,2020-08-06,23:00 - 23:59,North Ave,0,0,0,0,2020,8,6,23,3,False
1821,2020-08-06,23:00 - 23:59,Quezon Ave,1,0,0,0,2020,8,6,23,3,False
1822,2020-08-06,23:00 - 23:59,GMA Kamuning,2,0,0,0,2020,8,6,23,3,False
1823,2020-08-06,23:00 - 23:59,Cubao,3,0,0,0,2020,8,6,23,3,False
1824,2020-08-06,23:00 - 23:59,Santolan,4,0,0,0,2020,8,6,23,3,False
1825,2020-08-06,23:00 - 23:59,Ortigas,5,0,0,0,2020,8,6,23,3,False
1826,2020-08-06,23:00 - 23:59,Shaw Blvd,6,0,0,0,2020,8,6,23,3,False
1827,2020-08-06,23:00 - 23:59,Boni Ave,7,0,0,0,2020,8,6,23,3,False
1828,2020-08-06,23:00 - 23:59,Guadalupe,8,0,0,0,2020,8,6,23,3,False
1829,2020-08-06,23:00 - 23:59,Buendia,9,0,0,0,2020,8,6,23,3,False
1830,2020-08-06,23:00 - 23:59,Ayala Ave,10,0,0,0,2020,8,6,23,3,False
1831,2020-08-06,23:00 - 23:59,Magallanes,11,0,0,0,2020,8,6,23,3,False
1832,2020-08-06,23:00 - 23:59,Taft,12,0,0,0,2020,8,6,23,3,False
1833,2020-08-06,00:00 - 00:59,North Ave,0,0,0,0,2020,8,6,0,3,False
1834,2020-08-06,00:00 - 00:59,Quezon Ave,1,0,0,0,2020,8,6,0,3,False
1835,2020-08-06,00:00 - 00:59,GMA Kamuning,2,0,0,0,2020,8,6,0,3,False
1836,2020-08-06,00:00 - 00:59,Cubao,3,0,0,0,2020,8,6,0,3,False
1837,2020-08-06,00:00 - 00:59,Santolan,4,0,0,0,2020,8,6,0,3,False
1838,2020-08-06,00:00 - 00:59,Ortigas,5,0,0,0,2020,8,6,0,3,False
1839,2020-08-06,00:00 - 00:59,Shaw Blvd,6,0,0,0,2020,8,6,0,3,False
1840,2020-08-06,00:00 - 00:59,Boni Ave,7,0,0,0,2020,8,6,0,3,False
1841,2020-08-06,00:00 - 00:59,Guadalupe,8,0,0,0,2020,8,6,0,3,False
1842,2020-08-06,00:00 - 00:59,Buendia,9,0,0,0,2020,8,6,0,3,False
1843,2020-08-06,00:00 - 00:59,Ayala Ave,10,0,0,0,2020,8,6,0,3,False
1844,2020-08-06,00:00 - 00:59,Magallanes,11,0,0,0,2020,8,6,0,3,False
1845,2020-08-06,00:00 - 00:59,Taft,12,0,0,0,2020,8,6,0,3,False
1846,2020-08-06,01:00 - 01:59,North Ave,0,0,0,0,2020,8,6,1,3,False
1847,2020-08-06,01:00 - 01:59,Quezon Ave,1,0,0,0,2020,8,6,1,3,False
1848,2020-08-06,01:00 - 01:59,GMA Kamuning,2,0,0,0,2020,8,6,1,3,False
1849,2020-08-06,01:00 - 01:59,Cubao,3,0,0,0,2020,8,6,1,3,False
1850,2020-08-06,01:00 - 01:59,Santolan,4,0,0,0,2020,8,6,1,3,False
1851,2020-08-06,01:00 - 01:59,Ortigas,5,0,0,0,2020,8,6,1,3,False
1852,2020-08-06,01:00 - 01:59,Shaw Blvd,6,0,0,0,2020,8,6,1,3,False
1853,2020-08-06,01:00 - 01:59,Boni Ave,7,0,0,0,2020,8,6,1,3,False
1854,2020-08-06,01:00 - 01:59,Guadalupe,8,0,0,0,2020,8,6,1,3,False
1855,2020-08-06,01:00 - 01:59,Buendia,9,0,0,0,2020,8,6,1,3,False
1856,2020-08-06,01:00 - 01:59,Ayala Ave,10,0,0,0,2020,8,6,1,3,False
1857,2020-08-06,01:00 - 01:59,Magallanes,11,0,0,0,2020,8,6,1,3,False
1858,2020-08-06,01:00 - 01:59,Taft,12,0,0,0,2020,8,6,1,3,False
1859,2020-08-06,02:00 - 02:59,North Ave,0,0,0,0,2020,8,6,2,3,False
1860,2020-08-06,02:00 - 02:59,Quezon Ave,1,0,0,0,2020,8,6,2,3,False
1861,2020-08-06,02:00 - 02:59,GMA Kamuning,2,0,0,0,2020,8,6,2,3,False
1862,2020-08-06,02:00 - 02:59,Cubao,3,0,0,0,2020,8,6,2,3,False
1863,2020-08-06,02:00 - 02:59,Santolan,4,0,0,0,2020,8,6,2,3,False
1864,2020-08-06,02:00 - 02:59,Ortigas,5,0,0,0,2020,8,6,2,3,False
1865,2020-08-06,02:00 - 02:59,Shaw Blvd,6,0,0,0,2020,8,6,2,3,False
1866,2020-08-06,02:00 - 02:59,Boni Ave,7,0,0,0,2020,8,6,2,3,False
1867,2020-08-06,02:00 - 02:59,Guadalupe,8,0,0,0,2020,8,6,2,3,False
1868,2020-08-06,02:00 - 02:59,Buendia,9,0,0,0,2020,8,6,2,3,False
1869,2020-08-06,02:00 - 02:59,Ayala Ave,10,0,0,0,2020,8,6,2,3,False
1870,2020-08-06,02:00 - 02:59,Magallanes,11,0,0,0,2020,8,6,2,3,False
1871,2020-08-06,02:00 - 02:59,Taft,12,0,0,0,2020,8,6,2,3,False
1872,2020-08-07,03:00 - 03:59,North Ave,0,0,0,0,2020,8,7,3,4,False
1873,2020-08-07,03:00 - 03:59,Quezon Ave,1,0,0,0,2020,8,7,3,4,False
1874,2020-08-07,03:00 - 03:59,GMA Kamuning,2,0,0,0,2020,8,7,3,4,False
1875,2020-08-07,03:00 - 03:59,Cubao,3,0,0,0,2020,8,7,3,4,False
1876,2020-08-07,03:00 - 03:59,Santolan,4,0,0,0,2020,8,7,3,4,False
1877,2020-08-07,03:00 - 03:59,Ortigas,5,0,0,0,2020,8,7,3,4,False
1878,2020-08-07,03:00 - 03:59,Shaw Blvd,6,0,0,0,2020,8,7,3,4,False
1879,2020-08-07,03:00 - 03:59,Boni Ave,7,0,0,0,2020,8,7,3,4,False
1880,2020-08-07,03:00 - 03:59,Guadalupe,8,0,0,0,2020,8,7,3,4,False
1881,2020-08-07,03:00 - 03:59,Buendia,9,0,0,0,2020,8,7,3,4,False
1882,2020-08-07,03:00 - 03:59,Ayala Ave,10,0,0,0,2020,8,7,3,4,False
1883,2020-08-07,03:00 - 03:59,Magallanes,11,0,0,0,2020,8,7,3,4,False
1884,2020-08-07,03:00 - 03:59,Taft,12,0,0,0,2020,8,7,3,4,False
1885,2020-08-07,04:00 - 04:59,North Ave,0,0,0,0,2020,8,7,4,4,False
1886,2020-08-07,04:00 - 04:59,Quezon Ave,1,0,0,0,2020,8,7,4,4,False
1887,2020-08-07,04:00 - 04:59,GMA Kamuning,2,0,0,0,2020,8,7,4,4,False
1888,2020-08-07,04:00 - 04:59,Cubao,3,0,0,0,2020,8,7,4,4,False
1889,2020-08-07,04:00 - 04:59,Santolan,4,0,0,0,2020,8,7,4,4,False
1890,2020-08-07,04:00 - 04:59,Ortigas,5,0,0,0,2020,8,7,4,4,False
1891,2020-08-07,04:00 - 04:59,Shaw Blvd,6,0,0,0,2020,8,7,4,4,False
1892,2020-08-07,04:00 - 04:59,Boni Ave,7,0,0,0,2020,8,7,4,4,False
1893,2020-08-07,04:00 - 04:59,Guadalupe,8,0,0,0,2020,8,7,4,4,False
1894,2020-08-07,04:00 - 04:59,Buendia,9,0,0,0,2020,8,7,4,4,False
1895,2020-08-07,04:00 - 04:59,Ayala Ave,10,0,0,0,2020,8,7,4,4,False
1896,2020-08-07,04:00 - 04:59,Magallanes,11,0,0,0,2020,8,7,4,4,False
1897,2020-08-07,04:00 - 04:59,Taft,12,0,0,0,2020,8,7,4,4,False
1898,2020-08-07,05:00 - 05:59,North Ave,0,0,0,0,2020,8,7,5,4,False
1899,2020-08-07,05:00 - 05:59,Quezon Ave,1,0,0,0,2020,8,7,5,4,False
1900,2020-08-07,05:00 - 05:59,GMA Kamuning,2,0,0,0,2020,8,7,5,4,False
1901,2020-08-07,05:00 - 05:59,Cubao,3,0,0,0,2020,8,7,5,4,False
1902,2020-08-07,05:00 - 05:59,Santolan,4,0,0,0,2020,8,7,5,4,False
1903,2020-08-07,05:00 - 05:59,Ortigas,5,0,0,0,2020,8,7,5,4,False
1904,2020-08-07,05:00 - 05:59,Shaw Blvd,6,0,0,0,2020,8,7,5,4,False
1905,2020-08-07,05:00 - 05:59,Boni Ave,7,0,0,0,2020,8,7,5,4,False
1906,2020-08-07,05:00 - 05:59,Guadalupe,8,0,0,0,2020,8,7,5,4,False
1907,2020-08-07,05:00 - 05:59,Buendia,9,0,0,0,2020,8,7,5,4,False
1908,2020-08-07,05:00 - 05:59,Ayala Ave,10,0,0,0,2020,8,7,5,4,False
1909,2020-08-07,05:00 - 05:59,Magallanes,11,0,0,0,2020,8,7,5,4,False
1910,2020-08-07,05:00 - 05:59,Taft,12,0,0,0,2020,8,7,5,4,False
1911,2020-08-07,06:00 - 06:59,North Ave,0,0,0,0,2020,8,7,6,4,False
1912,2020-08-07,06:00 - 06:59,Quezon Ave,1,0,0,0,2020,8,7,6,4,False
1913,2020-08-07,06:00 - 06:59,GMA Kamuning,2,0,0,0,2020,8,7,6,4,False
1914,2020-08-07,06:00 - 06:59,Cubao,3,0,0,0,2020,8,7,6,4,False
1915,2020-08-07,06:00 - 06:59,Santolan,4,0,0,0,2020,8,7,6,4,False
1916,2020-08-07,06:00 - 06:59,Ortigas,5,0,0,0,2020,8,7,6,4,False
1917,2020-08-07,06:00 - 06:59,Shaw Blvd,6,0,0,0,2020,8,7,6,4,False
1918,2020-08-07,06:00 - 06:59,Boni Ave,7,0,0,0,2020,8,7,6,4,False
1919,2020-08-07,06:00 - 06:59,Guadalupe,8,0,0,0,2020,8,7,6,4,False
1920,2020-08-07,06:00 - 06:59,Buendia,9,0,0,0,2020,8,7,6,4,False
1921,2020-08-07,06:00 - 06:59,Ayala Ave,10,0,0,0,2020,8,7,6,4,False
1922,2020-08-07,06:00 - 06:59,Magallanes,11,0,0,0,2020,8,7,6,4,False
1923,2020-08-07,06:00 - 06:59,Taft,12,0,0,0,2020,8,7,6,4,False
1924,2020-08-07,07:00 - 07:59,North Ave,0,0,0,0,2020,8,7,7,4,False
1925,2020-08-07,07:00 - 07:59,Quezon Ave,1,0,0,0,2020,8,7,7,4,False
1926,2020-08-07,07:00 - 07:59,GMA Kamuning,2,0,0,0,2020,8,7,7,4,False
1927,2020-08-07,07:00 - 07:59,Cubao,3,0,0,0,2020,8,7,7,4,False
1928,2020-08-07,07:00 - 07:59,Santolan,4,0,0,0,2020,8,7,7,4,False
1929,2020-08-07,07:00 - 07:59,Ortigas,5,0,0,0,2020,8,7,7,4,False
1930,2020-08-07,07:00 - 07:59,Shaw Blvd,6,0,0,0,2020,8,7,7,4,False
1931,2020-08-07,07:00 - 07:59,Boni Ave,7,0,0,0,2020,8,7,7,4,False
1932,2020-08-07,07:00 - 07:59,Guadalupe,8,0,0,0,2020,8,7,7,4,False
1933,2020-08-07,07:00 - 07:59,Buendia,9,0,0,0,2020,8,7,7,4,False
1934,2020-08-07,07:00 - 07:59,Ayala Ave,10,0,0,0,2020,8,7,7,4,False
1935,2020-08-07,07:00 - 07:59,Magallanes,11,0,0,0,2020,8,7,7,4,False
1936,2020-08-07,07:00 - 07:59,Taft,12,0,0,0,2020,8,7,7,4,False
1937,2020-08-07,08:00 - 08:59,North Ave,0,0,0,0,2020,8,7,8,4,False
1938,2020-08-07,08:00 - 08:59,Quezon Ave,1,0,0,0,2020,8,7,8,4,False
1939,2020-08-07,08:00 - 08:59,GMA Kamuning,2,0,0,0,2020,8,7,8,4,False
1940,2020-08-07,08:00 - 08:59,Cubao,3,0,0,0,2020,8,7,8,4,False
1941,2020-08-07,08:00 - 08:59,Santolan,4,0,0,0,2020,8,7,8,4,False
1942,2020-08-07,08:00 - 08:59,Ortigas,5,0,0,0,2020,8,7,8,4,False
1943,2020-08-07,08:00 - 08:59,Shaw Blvd,6,0,0,0,2020,8,7,8,4,False
1944,2020-08-07,08:00 - 08:59,Boni Ave,7,0,0,0,2020,8,7,8,4,False
1945,2020-08-07,08:00 - 08:59,Guadalupe,8,0,0,0,2020,8,7,8,4,False
1946,2020-08-07,08:00 - 08:59,Buendia,9,0,0,0,2020,8,7,8,4,False
1947,2020-08-07,08:00 - 08:59,Ayala Ave,10,0,0,0,2020,8,7,8,4,False
1948,2020-08-07,08:00 - 08:59,Magallanes,11,0,0,0,2020,8,7,8,4,False
1949,2020-08-07,08:00 - 08:59,Taft,12,0,0,0,2020,8,7,8,4,False
1950,2020-08-07,09:00 - 09:59,North Ave,0,0,0,0,2020,8,7,9,4,False
1951,2020-08-07,09:00 - 09:59,Quezon Ave,1,0,0,0,2020,8,7,9,4,False
1952,2020-08-07,09:00 - 09:59,GMA Kamuning,2,0,0,0,2020,8,7,9,4,False
1953,2020-08-07,09:00 - 09:59,Cubao,3,0,0,0,2020,8,7,9,4,False
1954,2020-08-07,09:00 - 09:59,Santolan,4,0,0,0,2020,8,7,9,4,False
1955,2020-08-07,09:00 - 09:59,Ortigas,5,0,0,0,2020,8,7,9,4,False
1956,2020-08-07,09:00 - 09:59,Shaw Blvd,6,0,0,0,2020,8,7,9,4,False
1957,2020-08-07,09:00 - 09:59,Boni Ave,7,0,0,0,2020,8,7,9,4,False
1958,2020-08-07,09:00 - 09:59,Guadalupe,8,0,0,0,2020,8,7,9,4,False
1959,2020-08-07,09:00 - 09:59,Buendia,9,0,0,0,2020,8,7,9,4,False
1960,2020-08-07,09:00 - 09:59,Ayala Ave,10,0,0,0,2020,8,7,9,4,False
1961,2020-08-07,09:00 - 09:59,Magallanes,11,0,0,0,2020,8,7,9,4,False
1962,2020-08-07,09:00 - 09:59,Taft,12,0,0,0,2020,8,7,9,4,False
1963,2020-08-07,10:00 - 10:59,North Ave,0,0,0,0,2020,8,7,10,4,False
1964,2020-08-07,10:00 - 10:59,Quezon Ave,1,0,0,0,2020,8,7,10,4,False
1965,2020-08-07,10:00 - 10:59,GMA Kamuning,2,0,0,0,2020,8,7,10,4,False
1966,2020-08-07,10:00 - 10:59,Cubao,3,0,0,0,2020,8,7,10,4,False
1967,2020-08-07,10:00 - 10:59,Santolan,4,0,0,0,2020,8,7,10,4,False
