,Date,Time,Station_Name,Station_No,Entry,Exit,Net_Traffic,Year,Month,Day,Hour,Weekday,Is_Holiday
0,2021-03-01,03:00 - 03:59,North Ave,0,0,0,0,2021,3,1,3,0,False
1,2021-03-01,03:00 - 03:59,Quezon Ave,1,0,0,0,2021,3,1,3,0,False
2,2021-03-01,03:00 - 03:59,GMA Kamuning,2,0,0,0,2021,3,1,3,0,False
3,2021-03-01,03:00 - 03:59,Cubao,3,0,0,0,2021,3,1,3,0,False
4,2021-03-01,03:00 - 03:59,Santolan,4,0,0,0,2021,3,1,3,0,False
5,2021-03-01,03:00 - 03:59,Ortigas,5,0,0,0,2021,3,1,3,0,False
6,2021-03-01,03:00 - 03:59,Shaw Blvd,6,0,0,0,2021,3,1,3,0,False
7,2021-03-01,03:00 - 03:59,Boni Ave,7,0,0,0,2021,3,1,3,0,False
8,2021-03-01,03:00 - 03:59,Guadalupe,8,0,0,0,2021,3,1,3,0,False
9,2021-03-01,03:00 - 03:59,Buendia,9,0,0,0,2021,3,1,3,0,False
10,2021-03-01,03:00 - 03:59,Ayala Ave,10,0,0,0,2021,3,1,3,0,False
11,2021-03-01,03:00 - 03:59,Magallanes,11,0,0,0,2021,3,1,3,0,False
12,2021-03-01,03:00 - 03:59,Taft,12,0,0,0,2021,3,1,3,0,False
13,2021-03-01,04:00 - 04:59,North Ave,0,291,0,291,2021,3,1,4,0,False
14,2021-03-01,04:00 - 04:59,Quezon Ave,1,173,1,174,2021,3,1,4,0,False
15,2021-03-01,04:00 - 04:59,GMA Kamuning,2,691,4,695,2021,3,1,4,0,False
16,2021-03-01,04:00 - 04:59,Cubao,3,362,25,387,2021,3,1,4,0,False
17,2021-03-01,04:00 - 04:59,Santolan,4,18,11,29,2021,3,1,4,0,False
18,2021-03-01,04:00 - 04:59,Ortigas,5,26,56,82,2021,3,1,4,0,False
19,2021-03-01,04:00 - 04:59,Shaw Blvd,6,131,105,236,2021,3,1,4,0,False
20,2021-03-01,04:00 - 04:59,Boni Ave,7,32,69,101,2021,3,1,4,0,False
21,2021-03-01,04:00 - 04:59,Guadalupe,8,26,62,88,2021,3,1,4,0,False
22,2021-03-01,04:00 - 04:59,Buendia,9,1,0,1,2021,3,1,4,0,False
23,2021-03-01,04:00 - 04:59,Ayala Ave,10,3,0,3,2021,3,1,4,0,False
24,2021-03-01,04:00 - 04:59,Magallanes,11,3,0,3,2021,3,1,4,0,False
25,2021-03-01,04:00 - 04:59,Taft,12,0,0,0,2021,3,1,4,0,False
26,2021-03-01,05:00 - 05:59,North Ave,0,1118,0,1118,2021,3,1,5,0,False
27,2021-03-01,05:00 - 05:59,Quezon Ave,1,524,87,611,2021,3,1,5,0,False
28,2021-03-01,05:00 - 05:59,GMA Kamuning,2,1577,192,1769,2021,3,1,5,0,False
29,2021-03-01,05:00 - 05:59,Cubao,3,1114,396,1510,2021,3,1,5,0,False
30,2021-03-01,05:00 - 05:59,Santolan,4,71,147,218,2021,3,1,5,0,False
31,2021-03-01,05:00 - 05:59,Ortigas,5,148,462,610,2021,3,1,5,0,False
32,2021-03-01,05:00 - 05:59,Shaw Blvd,6,949,981,1930,2021,3,1,5,0,False
33,2021-03-01,05:00 - 05:59,Boni Ave,7,387,712,1099,2021,3,1,5,0,False
34,2021-03-01,05:00 - 05:59,Guadalupe,8,495,669,1164,2021,3,1,5,0,False
35,2021-03-01,05:00 - 05:59,Buendia,9,26,276,302,2021,3,1,5,0,False
36,2021-03-01,05:00 - 05:59,Ayala Ave,10,351,839,1190,2021,3,1,5,0,False
